Country,Region,HDI_Category,Population,Screening_Rate,Median_Age,Urbanization_Rate,Healthcare_Expenditure,GDP_Per_Capita,Obesity_Rate,Smoking_Rate,Alcohol_Consumption,Physical_Activity_Rate,Family_History_Rate,Breastfeeding_Rate,Average_Diagnosis_Age,Survival_Rate,Access_To_Care,Education_Level,Women_Population,Breast_Cancer_Cases,Breast_Cancer_Deaths,Cases_Per_100K,Deaths_Per_100K,Mortality_Rate
Australia,Europe,High,40681459,51.48,48,47.8,7664,7610,6.18,12.13,11.98,78.74,40.58,43.27,39,67.96,36.84,Secondary,20200709,43563,8106,215.65,40.13,18.61
Italy,Europe,High,129347740,77.94,36,31.93,8004,45663,48.04,25.07,0.49,20.75,27.95,32.12,61,88.24,35.41,Tertiary,64228673,138511,25776,215.65,40.13,18.61
Mexico,North America,Medium,131964632,62.26,24,25.22,1019,17240,16.92,22.48,14.37,78.75,10.46,80.22,58,60.14,52.86,Tertiary,65528112,141314,26297,215.65,40.13,18.61
Australia,Asia,High,15954183,69.93,45,34.95,3750,19954,20.12,28.3,11.4,30.68,10.19,27.36,57,61.64,31.85,Secondary,7922179,17084,3179,215.65,40.13,18.61
China,South America,Low,39107732,17.95,45,24.15,6908,15091,39.37,28.12,13.21,35.96,19.96,81.48,43,84.31,22.33,Secondary,19419262,41878,7793,215.65,40.13,18.61
Japan,Europe,Low,115180414,35.96,36,81.81,9248,6729,18.54,7.23,1.49,21.04,13.41,28.22,46,77.78,62.97,Tertiary,57193772,123340,22953,215.65,40.13,18.61
China,Oceania,High,73216562,63.08,30,49.5,6156,32597,20.37,32.49,13.91,64.54,41.71,18.19,40,53,72.57,Secondary,36356279,78403,14590,215.65,40.13,18.61
Egypt,Oceania,Low,72106852,29.13,22,44.25,4531,25467,42.24,20,6.53,54.81,31.2,82.93,69,66.08,20.17,Secondary,35805244,77215,14369,215.65,40.13,18.61
Japan,South America,High,1374444,30.09,40,71.73,4254,30256,46.71,20.66,7.53,60.02,38.37,42.25,39,93.93,77.96,Tertiary,682491,1471,273,215.53,40,18.56
Japan,Europe,Low,36319033,14.52,45,25.33,1212,49216,20.96,30.76,5.19,75.22,45.39,38.1,51,62.59,24.7,Primary,18034511,38892,7237,215.65,40.13,18.61
France,Europe,High,38591559,22.28,25,39.35,3589,14400,10.68,34.21,8.41,42,20.16,36.06,39,68.34,79.14,Primary,19162952,41325,7690,215.65,40.13,18.61
Italy,Europe,Medium,124357778,38.77,40,78.97,9990,23976,37.42,21.46,0.74,52.44,18.07,52.77,36,64.48,47.84,Secondary,61750867,133168,24781,215.65,40.13,18.61
India,Africa,High,70191012,79.91,25,30.57,6897,12608,35.05,34.24,14.57,26.67,26.33,50.38,55,52.14,85.15,Primary,34853918,75164,13987,215.65,40.13,18.61
Vietnam,South America,High,137283335,50.64,27,78.13,2189,45561,34.11,36.83,0.64,65.16,45.41,13.92,56,85.31,21.52,Tertiary,68169157,147009,27357,215.65,40.13,18.61
Australia,Oceania,High,148119568,88.04,20,49.71,8366,8223,34.57,5.31,4.61,24.52,27.26,89.1,46,54.07,31.06,Tertiary,73549977,158613,29517,215.65,40.13,18.61
France,Asia,Medium,114856176,39.34,26,49.64,4443,39849,37.21,29.55,14.54,75.85,46.29,84.8,61,77.17,44.06,Primary,57032769,122993,22888,215.65,40.13,18.61
South Africa,Africa,Low,92404922,23.93,32,28.24,9965,28736,43.19,19.77,2.2,43.76,25.71,10.03,54,94.7,67.96,Tertiary,45884416,98951,18414,215.65,40.13,18.61
Vietnam,Europe,Low,86762304,60.72,36,66.6,5170,2004,28.39,12.8,2.88,21.87,28.03,33.88,52,66.13,62.77,Tertiary,43082528,92909,17289,215.65,40.13,18.61
United Kingdom,Africa,High,113523747,18.81,46,86.69,1351,22321,34.98,7.46,5.67,74.12,38,35.91,41,64.67,60.64,Secondary,56371140,121566,22622,215.65,40.13,18.61
United States,Europe,Medium,118440655,33.91,41,46.84,6743,49014,30.74,18.54,12.32,21.25,39.21,52.14,37,55.24,23.67,Primary,58812671,126832,23602,215.65,40.13,18.61
United States,Africa,Low,174212357,72.7,25,58.58,5818,5532,11.3,8.3,8.62,54.75,35.4,87.83,32,56.32,53.85,Primary,86506564,186555,34717,215.65,40.13,18.61
Spain,Asia,Medium,111575525,75.87,49,28.74,3638,2037,17.38,38.68,12.22,29.79,12.99,13.08,38,70.34,43.83,Secondary,55403735,119480,22234,215.65,40.13,18.61
Russia,Africa,Low,61909994,20.79,38,33.01,4472,33899,41.28,8.85,3.24,40.83,18.14,13.74,35,82.87,79.19,Secondary,30741911,66296,12337,215.65,40.13,18.61
Canada,Europe,Low,26622920,82.74,36,81.84,4098,5750,7.3,10.18,4.79,65.61,18.65,18.65,31,83.25,40.2,Tertiary,13219827,28509,5305,215.65,40.13,18.61
Canada,Asia,High,77294167,13.53,25,31.19,1567,46416,36.07,30.8,9.6,47.7,43.89,88.28,66,89.17,30.85,Tertiary,38381047,82770,15403,215.65,40.13,18.61
South Korea,Europe,Medium,55096406,36.11,25,24.79,6894,37106,41.29,13.06,7.22,60.49,46.33,82.18,40,94.48,36.81,Tertiary,27358568,58999,10979,215.65,40.13,18.61
Germany,Africa,Low,72755741,29.26,25,68.36,6263,4988,18.85,10.46,13.29,62.86,43.26,68.49,37,59.24,48.86,Primary,36127455,77910,14498,215.65,40.13,18.61
China,Europe,Medium,114504623,73.69,25,23.31,7339,48033,12.65,32.35,4.58,65.39,23.72,87.82,66,92.83,41.84,Tertiary,56858202,122617,22818,215.65,40.13,18.61
Canada,Africa,Low,169016915,57.4,44,45.1,8869,45696,37.46,39.54,1.98,20.28,12.37,19.11,63,80.58,73.77,Secondary,83926725,180991,33681,215.65,40.13,18.61
South Korea,Africa,Low,103341752,78.8,25,86.49,9058,36984,38.2,7.11,0.65,23,12.13,20.28,32,57.36,47.18,Tertiary,51315188,110663,20593,215.65,40.13,18.61
Russia,Oceania,Medium,86126873,54.43,33,57.43,4960,25130,49.44,36.52,0.71,70.68,10.72,56.37,68,97.58,31.5,Secondary,42766999,92228,17163,215.65,40.13,18.61
Canada,Europe,Low,51416079,59.35,32,64.14,7066,27928,44.05,5.47,8.73,78.65,15.85,67.54,32,84.48,40.52,Primary,25531072,55058,10246,215.65,40.13,18.61
Italy,North America,Low,151412410,41.02,23,57.19,4350,17083,7.18,38.85,2.43,47.34,39.61,58.23,32,72,82.69,Primary,75185064,162139,30173,215.65,40.13,18.61
Italy,South America,High,96783775,10.52,36,59.67,9613,26359,29.23,25.16,3.39,47.64,23.72,79.38,36,86.65,84.25,Primary,48058771,103640,19286,215.65,40.13,18.61
South Africa,Asia,Medium,94733942,82.34,20,41.49,2707,26917,19.22,9.33,0.57,34,45.56,56.08,57,54.87,54.12,Secondary,47040910,101445,18878,215.65,40.13,18.61
Vietnam,North America,High,168737974,23.58,28,71.2,9193,16001,36.52,15.61,13.49,74.9,26.33,87.65,59,59.73,66.73,Tertiary,83788214,180692,33625,215.65,40.13,18.61
Bangladesh,Europe,Medium,167925275,31.27,32,20.9,9022,32673,46.28,18.76,3.86,67.54,20.02,36.68,61,85.86,71.09,Tertiary,83384662,179822,33464,215.65,40.13,18.61
Italy,Africa,Low,48233929,38.41,29,82.01,4036,35498,43.16,24.3,11.42,78.44,39.46,14.74,68,91.27,54.77,Primary,23950950,51651,9612,215.65,40.13,18.61
Saudi Arabia,South America,High,52743268,56.53,28,62.47,8284,30973,8.64,26,5.61,70.55,18.53,83.62,61,62.2,58.75,Primary,26190099,56480,10510,215.65,40.13,18.61
Canada,Europe,Low,8099921,47.64,48,55.41,5153,11482,7.35,7.36,6.29,52.9,25.34,29.11,39,60.2,54.75,Tertiary,4022081,8673,1614,215.63,40.13,18.61
Argentina,Africa,High,190967092,56.04,34,56.08,1846,31751,14.99,30.17,3.3,75.28,23.92,49.69,52,86.31,57.79,Secondary,94826264,204497,38055,215.65,40.13,18.61
Turkey,Africa,Medium,135082425,62.43,29,42.34,7101,15791,21.11,32.89,14.88,53.36,36.44,61.87,47,76.26,86.72,Tertiary,67076277,144652,26919,215.65,40.13,18.61
South Korea,Oceania,Medium,102909976,28.6,49,67.58,317,2745,16.65,7.63,13.73,57.09,23.81,40.38,33,73.75,25.96,Tertiary,51100786,110201,20507,215.65,40.13,18.61
France,Africa,Medium,100417622,55.26,21,27.5,2302,24631,47.35,31.5,2.31,41.46,16.34,79.7,67,87.08,23.23,Tertiary,49863187,107532,20011,215.65,40.13,18.61
Egypt,Oceania,Medium,13559721,55.72,31,63.27,8230,30598,16.31,28.47,7.9,66.55,36.47,15.4,58,91.86,23.37,Tertiary,6733189,14520,2702,215.65,40.13,18.61
Italy,North America,Low,101387488,56.93,49,80.19,3435,18510,49.42,36.61,5.11,35.16,42.98,48.89,51,66.59,37,Tertiary,50344782,108570,20204,215.65,40.13,18.61
Bangladesh,Oceania,High,23361507,81.9,27,60.18,7373,42346,43.5,36.72,7.65,42.98,10.75,24.46,51,53.8,82.1,Primary,11600346,25016,4655,215.65,40.13,18.61
Russia,Asia,High,100600033,73.68,32,37.57,2159,34654,28.36,17.79,13.16,66.11,11.63,19.78,58,69.85,82.52,Tertiary,49953765,107727,20047,215.65,40.13,18.61
Pakistan,Asia,Low,20313288,79.2,42,50.35,1668,26514,35.19,8.72,5.67,38.91,33.62,81.26,30,85.38,73.36,Primary,10086728,21752,4047,215.65,40.12,18.61
Argentina,South America,Medium,68147562,40.35,25,50.19,681,18414,19.57,9.07,2.74,66.28,20.59,51.58,36,92.93,80.64,Secondary,33839226,72975,13580,215.65,40.13,18.61
Germany,Oceania,Medium,151849551,81.08,42,85.69,6197,16197,24.91,5.14,10.3,69.89,49.13,26.64,32,66.5,69.75,Tertiary,75402130,162608,30260,215.65,40.13,18.61
France,South America,Low,32563367,46.21,38,58.88,9949,10671,7.21,25.88,5.41,68.64,32.02,70.34,64,68.09,52.61,Primary,16169604,34870,6489,215.65,40.13,18.61
Vietnam,Africa,Low,181234149,50.07,23,87.22,8866,44436,11.33,31.41,13.23,78.8,15.59,74.35,32,57.71,68.93,Primary,89993292,194074,36116,215.65,40.13,18.61
Spain,Africa,Medium,120464672,75.97,33,55.11,1397,15050,14.98,22.11,12.71,43.92,31.56,77.92,54,55.78,22.21,Tertiary,59817713,128999,24006,215.65,40.13,18.61
Vietnam,North America,High,44240463,49.8,42,55.28,6745,37624,23.57,5.52,2.9,34.81,12.93,78.19,39,83.58,89.63,Secondary,21967962,47374,8816,215.65,40.13,18.61
Canada,South America,Medium,121455438,81.43,23,64.91,5097,45528,39.92,6.82,5.71,26.77,23.44,53.41,64,59.5,26.22,Tertiary,60309686,130060,24203,215.65,40.13,18.61
Saudi Arabia,South America,Low,184175493,81.74,37,70.34,3716,5503,21.24,29.17,4.77,57.86,36.24,82.39,57,91.28,26.48,Secondary,91453840,197224,36702,215.65,40.13,18.61
Japan,Oceania,High,117005803,49.99,44,41.08,8046,44467,26.22,34.27,11.93,37.02,23.13,25.79,45,97.73,48.46,Tertiary,58100184,125295,23316,215.65,40.13,18.61
Mexico,Asia,High,172786804,88.45,27,26.11,5947,17518,41.31,36.84,8.36,48.06,17.21,18.68,37,82.29,72.66,Tertiary,85798694,185028,34432,215.65,40.13,18.61
Saudi Arabia,Europe,High,83578663,42.6,49,51.57,3901,24676,35.6,31.52,1.6,28.87,31.55,83.16,42,80.8,66.11,Primary,41501665,89500,16655,215.65,40.13,18.61
South Africa,North America,Low,92488475,68.23,22,31.05,4084,9199,13.51,36.54,10.91,26.33,20.83,60.42,62,55.76,35.6,Tertiary,45925905,99041,18431,215.65,40.13,18.61
Argentina,Oceania,High,130642300,32.45,30,69.15,7578,31147,35.23,19.48,11.65,41.91,38.85,31.39,47,95.4,20.28,Tertiary,64871497,139898,26034,215.65,40.13,18.61
United Kingdom,North America,High,198262207,22.36,30,22.18,1406,35280,30.03,25.48,12.95,72.38,37.75,21.35,56,50.69,85.24,Tertiary,98448712,212309,39509,215.65,40.13,18.61
Italy,Europe,High,170597105,81.21,29,88.07,2570,46162,36.87,21.84,7.39,35.13,31.98,21.78,60,68.55,21.07,Primary,84711381,182683,33996,215.65,40.13,18.61
Bangladesh,North America,High,46889725,81.74,41,77.87,7326,4699,40.84,5.45,13.26,62.96,10.91,21.45,55,86.74,57.89,Secondary,23283474,50211,9344,215.65,40.13,18.61
Egypt,Africa,Low,58811095,61.71,45,42.42,3468,42480,30.86,28.34,11.62,65.94,28.16,67.84,47,60.48,29.95,Tertiary,29203128,62977,11719,215.65,40.13,18.61
Pakistan,Europe,Medium,186554422,54.75,24,58.87,315,38296,10.09,28.63,5.34,41.88,29.64,14.72,48,98.27,77.73,Secondary,92635117,199771,37176,215.65,40.13,18.61
United Kingdom,Asia,High,45346114,60.68,34,82.46,3801,29085,35.95,19.01,11.45,72.76,43.44,20,61,87.72,51.65,Primary,22516982,48558,9036,215.65,40.13,18.61
Indonesia,Europe,High,184923787,89.62,29,59.22,6762,29442,45.27,11.02,11.88,20.39,21.71,67.48,68,62.38,33.7,Secondary,91825411,198025,36851,215.65,40.13,18.61
Saudi Arabia,Asia,Medium,6688151,37.59,29,86.93,385,35279,12.9,20.04,4.51,36.46,23.74,32.35,66,52.26,75.01,Tertiary,3321055,7162,1332,215.65,40.11,18.6
Egypt,Africa,High,14153742,60.41,49,64.81,1235,47394,12.26,17.25,2.67,64.02,45.34,47.76,69,71.64,81.79,Secondary,7028155,15156,2820,215.65,40.12,18.61
United Kingdom,Asia,Low,178119684,81,26,53.14,1244,40444,8.46,36.56,6.02,56.84,31.92,14.67,62,59.27,52,Secondary,88446779,190739,35495,215.65,40.13,18.61
Japan,Europe,Low,164766499,21.12,39,38.86,299,20409,41.99,33.94,1.5,56.43,44.63,57.32,45,72.39,62.98,Primary,81816146,176440,32834,215.65,40.13,18.61
South Korea,Europe,High,37549481,17.31,48,35.47,4663,4050,8.44,9.73,9.92,78.05,34.71,33.73,66,63.33,50.32,Primary,18645500,40209,7482,215.65,40.13,18.61
Argentina,South America,High,83020183,17.68,48,84.39,3396,12534,43.13,32.04,12.99,23.04,21.53,46.82,41,57.72,35.28,Primary,41224347,88902,16544,215.65,40.13,18.61
France,Asia,Medium,82701466,61.64,45,26.88,5231,12100,9.9,35.08,6.94,56.37,46.49,56.63,58,54.01,23.15,Tertiary,41066086,88560,16480,215.65,40.13,18.61
Spain,South America,Low,143972980,79.7,33,68.33,708,21628,30.47,21.76,8.43,46.97,18.63,25.47,37,86.74,76.91,Secondary,71490955,154173,28690,215.65,40.13,18.61
Bangladesh,South America,High,116649179,39.02,20,56.33,1869,48516,29.67,36.92,12.04,32,41.72,57.81,48,58.4,77.49,Primary,57923099,124913,23245,215.65,40.13,18.61
Spain,Asia,Low,69146289,54.18,45,26.51,5376,21087,40.32,12.36,14.71,51.43,21.76,31.78,56,73.18,58.14,Tertiary,34335152,74045,13779,215.65,40.13,18.61
Nigeria,Europe,High,125592850,77.93,37,50.17,8304,2237,23.75,10.88,0.83,21.85,37.01,77.56,56,69.8,48.57,Primary,62364152,134491,25028,215.65,40.13,18.61
United Kingdom,Asia,High,130976449,83.09,44,83.23,8965,10756,10.67,11.61,10.1,27.92,26.67,70.12,47,73.75,88.8,Tertiary,65037422,140256,26101,215.65,40.13,18.61
United States,Europe,Low,58635592,78.93,48,77.78,428,21389,35.94,29.8,5.98,38.7,11.29,79.7,68,71.15,60.17,Primary,29115980,62789,11684,215.65,40.13,18.61
Spain,Africa,Medium,135842712,69.79,29,82.85,9867,13244,30.43,30.7,13.94,75.93,10.09,65.91,58,78.91,50.41,Tertiary,67453804,145467,27070,215.65,40.13,18.61
South Africa,Oceania,Medium,46422182,49.71,37,68.22,2022,36327,38.47,16.13,5.54,29.1,28.8,19.17,53,84.09,58.18,Primary,23051312,49711,9250,215.65,40.13,18.61
United Kingdom,Europe,Low,68919463,83.99,26,48.92,8607,43978,5.07,35.42,8.33,44.73,42.05,70.15,51,68.58,61.39,Primary,34222520,73802,13734,215.65,40.13,18.61
Italy,Africa,High,45905766,17.49,35,58.5,3306,6506,42.64,29.02,14.1,61.48,12.33,53.29,39,60.54,89.09,Secondary,22794881,49158,9148,215.65,40.13,18.61
Indonesia,Europe,Low,160603316,61.65,35,32.6,8144,47073,25.33,31.45,8.81,56.21,28.86,30.89,58,97.1,41.65,Secondary,79748884,171982,32005,215.65,40.13,18.61
Turkey,Europe,Medium,119157465,45.82,35,59.92,6546,22658,25.58,28.96,2.81,25.46,36.63,50.25,34,58.65,80.6,Primary,59168609,127599,23745,215.65,40.13,18.61
United States,Oceania,Low,77092755,47.98,25,65.48,3998,25080,30.84,14.18,3.89,44.39,14.76,41.58,69,81,34.89,Tertiary,38281035,82554,15362,215.65,40.13,18.61
Canada,Oceania,Medium,51285427,24.45,46,77.91,302,39020,27.16,37.92,6.93,43.02,26.92,58.86,56,98.62,27.61,Tertiary,25466196,54918,10219,215.65,40.13,18.61
Mexico,North America,Low,146834913,32.56,47,78.73,2832,21220,47.26,30.08,10.98,76.7,16.42,71.01,34,95.13,70.63,Primary,72912071,157238,29261,215.65,40.13,18.61
China,North America,Low,85316053,49.54,28,55.95,2075,26223,11.5,12.21,5,33.04,22.77,87.12,32,52.01,85.81,Tertiary,42364380,91360,17001,215.65,40.13,18.61
United States,South America,Medium,194442221,73.64,34,82.69,9765,8145,11.51,5.67,12.27,42.67,25.1,43.54,30,57.66,46.1,Primary,96551867,208218,38748,215.65,40.13,18.61
Russia,North America,High,91398463,58.56,44,21.05,6942,28061,14.61,27.59,5.1,74.29,13.28,45.74,50,85.35,45.41,Secondary,45384650,97874,18213,215.65,40.13,18.61
Australia,North America,Low,77829210,66.85,33,23.41,6652,30842,18.78,12.47,3.63,55.37,45.79,14.33,61,80.07,52.52,Secondary,38646727,83343,15509,215.65,40.13,18.61
France,Africa,Medium,22093786,83.13,33,70.33,3440,48727,41.36,7.78,5.53,58.4,15.14,63.59,33,58.76,42.15,Tertiary,10970849,23659,4402,215.65,40.12,18.61
Bangladesh,Oceania,High,78286277,34.76,32,67.39,3325,42731,35.97,39.32,2.84,30.82,32.16,35.37,38,75.04,44.13,Secondary,38873688,83832,15600,215.65,40.13,18.61
Bangladesh,Oceania,High,199912491,59.54,26,51.35,9246,40515,9.92,39.07,12.24,25.07,32.63,72.32,55,92.3,24.44,Secondary,99268174,214076,39838,215.65,40.13,18.61
Canada,North America,Low,147858184,14.78,36,50,5974,13777,25.43,7.25,0.47,64.54,37.07,25.23,39,81.22,42.04,Primary,73420185,158333,29465,215.65,40.13,18.61
United Kingdom,Oceania,High,32072356,41.67,43,80.4,2236,18089,8.1,12.7,14.88,70.79,37.92,34.49,69,52.03,33.09,Tertiary,15925789,34344,6391,215.65,40.13,18.61
Saudi Arabia,Europe,Medium,22873951,60.69,45,55.02,8926,26830,40.94,22.48,6.37,42.15,27.53,63.16,41,71.34,53.58,Secondary,11358246,24494,4558,215.65,40.13,18.61
Turkey,Oceania,Low,123224081,63.5,28,58.78,1085,28415,14.61,12.46,3.12,61.63,38.26,64.74,47,76.75,69.95,Primary,61187920,131954,24556,215.65,40.13,18.61
Italy,Asia,Medium,83948172,82.77,33,83.47,5946,41742,24.21,37.36,14.03,71.88,40.79,18.08,46,96.56,41.09,Primary,41685148,89895,16729,215.65,40.13,18.61
Brazil,North America,Medium,75563127,17.76,36,50.71,6314,45467,6.45,6.21,1.77,27.45,27.6,83.14,39,76.18,68.49,Secondary,37521485,80916,15058,215.65,40.13,18.61
Pakistan,North America,High,105186411,76.57,39,56.64,5647,22645,22.05,16.68,12.85,79.75,25.23,60.33,33,59.82,63.54,Tertiary,52231168,112638,20961,215.65,40.13,18.61
Vietnam,Europe,High,5530256,74.16,28,22.85,7464,37245,21.5,21.57,0.13,25.01,36.8,88.76,52,95.75,44.59,Tertiary,2746093,5922,1102,215.65,40.13,18.61
Mexico,Africa,Low,52208222,49.7,41,48.42,119,14265,46.35,39.39,3.35,34.79,36.95,61.72,39,90.52,35.23,Tertiary,25924417,55907,10404,215.65,40.13,18.61
Spain,Europe,Medium,34475302,44.65,34,71.58,8353,7629,7.39,15.36,7.52,51.9,15.91,49.87,69,67.11,65.47,Secondary,17118991,36917,6870,215.65,40.13,18.61
India,Asia,High,56644151,67.43,20,44.66,1627,16548,18.73,31.67,9.17,42.2,47.71,18.33,67,88.77,25.32,Secondary,28127114,60657,11287,215.65,40.13,18.61
Argentina,Europe,Low,185305580,31.02,44,21.47,811,31742,26.51,38.64,2.02,51,39.37,57.51,33,53.34,43.63,Tertiary,92014994,198434,36927,215.65,40.13,18.61
Mexico,South America,High,52561255,81.17,27,41.68,6298,13046,16.06,14.53,3.66,21.37,34.46,60.55,60,91.18,67.08,Secondary,26099719,56285,10474,215.65,40.13,18.61
South Africa,Africa,Medium,159453367,51.36,32,33.88,7639,7312,36.4,17.53,7.53,50.4,43.86,85.95,43,81.33,85.98,Tertiary,79177867,170750,31775,215.65,40.13,18.61
Canada,North America,Low,33746921,60.46,33,52.96,5174,44879,31.24,27.12,13.51,23.24,32.42,65.14,55,76.12,26.7,Tertiary,16757308,36137,6724,215.65,40.13,18.61
China,Africa,Medium,155770029,49.8,22,32.36,6758,27505,10.66,17.08,2.08,60.16,44.67,49.82,51,94.77,38.47,Tertiary,77348876,166806,31041,215.65,40.13,18.61
Bangladesh,Oceania,Low,73738556,58.17,24,53.28,7254,43850,31.76,8.19,12.25,51.43,14.64,34.74,68,58.22,41.56,Secondary,36615480,78962,14694,215.65,40.13,18.61
United States,Africa,Medium,122378766,80.15,30,45.95,2208,14041,13.06,35.24,8.51,67.26,36.07,18.85,38,69.17,42.8,Primary,60768172,131049,24387,215.65,40.13,18.61
South Africa,Oceania,Low,61740918,18.33,36,89.8,9893,40764,45.55,16.23,9.55,53.45,16.78,29.19,42,61.37,27.53,Tertiary,30657955,66115,12303,215.65,40.13,18.61
China,Asia,Low,54456766,15.13,46,64.15,5890,28834,10.29,7.72,6.13,71.54,21.48,13.69,69,83.54,39.44,Primary,27040950,58315,10852,215.65,40.13,18.61
Bangladesh,North America,High,75618521,56.51,35,50.78,4939,5820,15.51,30.27,9.48,64.2,15.47,39.82,68,67.77,45.65,Secondary,37548992,80976,15069,215.65,40.13,18.61
Mexico,Africa,Medium,6136307,79.11,49,69.47,4948,46389,13.2,27.42,2.4,49.91,16.02,39.15,58,95.6,83.31,Secondary,3047033,6571,1222,215.65,40.1,18.6
Mexico,Europe,Medium,104579717,84.63,31,45.98,1734,41857,33.51,36.74,9.08,60.97,31.68,21.93,32,65.73,68.83,Secondary,51929909,111989,20840,215.65,40.13,18.61
Spain,Africa,Low,65058443,61.21,20,80.07,2404,47401,29.05,23.52,2.55,67.86,47.13,33.53,50,85.65,76.35,Secondary,32305299,69667,12964,215.65,40.13,18.61
United States,Oceania,High,11646971,77.97,21,82.35,7262,8707,45.7,31.93,7.41,38.69,45.99,32.03,48,80.98,72.03,Primary,5783398,12472,2320,215.65,40.11,18.6
United Kingdom,Europe,Medium,167201769,49.16,33,74.77,8087,40282,19.42,15.28,11.26,60.28,33.88,21.02,65,61.06,50.98,Tertiary,83025399,179047,33319,215.65,40.13,18.61
Indonesia,Europe,Medium,28365024,31.64,43,52.06,5738,19073,35.42,23.43,8.74,29.97,41.36,24.71,54,70.17,88.2,Tertiary,14084883,30374,5652,215.65,40.13,18.61
Nigeria,South America,High,33848301,41.76,35,34.6,8661,10790,26.37,32.62,10.31,51.89,10.64,19.22,47,84.98,34.88,Secondary,16807649,36246,6745,215.65,40.13,18.61
Italy,Europe,Low,54022105,60.31,49,63.14,4245,48114,25.08,25.53,14.18,66.53,41.63,38.72,48,51.92,43.49,Secondary,26825116,57849,10765,215.65,40.13,18.61
Egypt,Oceania,Medium,118924961,29.05,33,63.14,360,40790,36.33,23.38,10.32,46.67,29.47,17.46,40,59.74,88.36,Primary,59053157,127350,23699,215.65,40.13,18.61
Canada,Europe,Low,114595348,58.1,45,60.05,5689,22064,24.49,28.59,8.36,77.38,16.06,48.83,46,53.62,49.61,Secondary,56903252,122714,22836,215.65,40.13,18.61
Vietnam,North America,High,195258684,73.67,37,61.38,114,43725,21.45,14.91,11.4,25.1,35.45,75.07,59,52.56,38.64,Primary,96957289,209092,38911,215.65,40.13,18.61
Argentina,Oceania,High,42758798,45.68,21,39.76,135,41076,45.06,15.28,5.03,24.08,23.88,31.21,44,58.79,73.12,Tertiary,21232229,45788,8520,215.65,40.13,18.61
Turkey,South America,High,148261516,68.88,26,29.7,7833,37529,32.47,25.82,12.78,42.79,38.58,83.85,66,98.23,43.07,Primary,73620462,158765,29545,215.65,40.13,18.61
Canada,North America,Medium,117673763,33.89,37,58.8,1756,8683,11.67,19.93,12.04,72.98,24.06,32.3,63,69.04,31.22,Primary,58431865,126010,23449,215.65,40.13,18.61
Saudi Arabia,Europe,Medium,6601591,53.58,47,42.42,2879,6553,11.12,22.25,2.34,32.17,36.67,86.72,49,90.36,30.83,Tertiary,3278073,7069,1315,215.64,40.12,18.6
Vietnam,Africa,Low,118863514,70.14,40,53.31,3992,1410,18.66,18.03,12.15,67.46,26.1,30.16,45,50.38,86.53,Primary,59022645,127284,23686,215.65,40.13,18.61
South Africa,Europe,Low,38415729,21.52,39,89.51,6991,49806,29.08,17.71,10.31,76.88,25.19,72.49,54,68.58,61.04,Tertiary,19075642,41137,7655,215.65,40.13,18.61
Vietnam,Oceania,Low,8316894,89.01,38,61.02,3810,36075,11.18,6.69,10.29,49.54,32.02,57.48,64,70.37,24.42,Tertiary,4129821,8906,1657,215.65,40.12,18.61
United Kingdom,Asia,High,94598138,17.73,31,79.2,1185,2199,12.29,6.1,7.12,26.35,19.81,73.03,38,74.23,37.02,Secondary,46973475,101300,18851,215.65,40.13,18.61
